chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr12	111348623	111358404	-	4633	MYL2	197	5.63284871E-1	DAVIES_SUCCESS
chr12	111374405	111375250	+	100131138	LOC100131138	160	4.78688076E-1	DAVIES_SUCCESS
chr12	111471827	111788358	+	23316	CUX2	291	1.68112704E-1	DAVIES_SUCCESS
chr12	111798454	111806925	-	144717	FAM109A	119	3.33864048E-1	DAVIES_SUCCESS
chr12	111843751	111889427	+	10019	SH2B3	84	1.12291622E-1	DAVIES_SUCCESS
chr12	111890017	112037480	-	6311	ATXN2	133	1.07591574E-1	DAVIES_SUCCESS
chr12	112079949	112123790	-	8315	BRAP	90	1.12296062E-1	DAVIES_SUCCESS
chr12	112123856	112194911	+	80724	ACAD10	108	1.07978071E-1	DAVIES_SUCCESS
chr12	112204690	112247789	+	217	ALDH2	153	8.9006522E-2	DAVIES_SUCCESS
chr12	112277572	112280706	-	51275	MAPKAPK5-AS1	150	7.78622739E-2	DAVIES_SUCCESS
chr12	112280031	112331228	+	8550	MAPKAPK5	229	8.73632427E-2	DAVIES_SUCCESS
chr12	112336866	112339706	+	8759	ADAM1A	159	9.61458377E-2	DAVIES_SUCCESS
chr12	112369086	112451023	-	89894	TMEM116	227	1.22825743E-1	DAVIES_SUCCESS
chr12	112451151	112461024	+	10961	ERP29	115	1.67454423E-1	DAVIES_SUCCESS
chr12	112464492	112546635	-	80018	NAA25	149	2.41630239E-1	DAVIES_SUCCESS
chr12	112563348	112591408	+	10906	TRAFD1	80	5.29114362E-1	DAVIES_SUCCESS
chr12	112597991	112819896	-	283450	HECTD4	200	3.33674917E-1	DAVIES_SUCCESS
chr12	112842993	112847443	-	6128	RPL6	60	2.02415347E-1	DAVIES_SUCCESS
chr12	112856535	112947717	+	5781	PTPN11	141	3.77474734E-1	DAVIES_SUCCESS
chr12	113012900	113336684	+	22895	RPH3A	656	6.09462078E-1	DAVIES_SUCCESS
chr12	113344738	113369990	+	4938	OAS1	276	6.00357795E-1	DAVIES_SUCCESS
chr12	113376248	113411054	+	4940	OAS3	358	4.6386361E-1	DAVIES_SUCCESS
chr12	113416273	113449528	+	4939	OAS2	373	3.59337659E-1	DAVIES_SUCCESS
chr12	113495661	113535833	+	1840	DTX1	387	5.9316784E-2	DAVIES_SUCCESS
chr12	113536623	113574044	-	8437	RASAL1	312	6.84588017E-2	DAVIES_SUCCESS
chr12	113587662	113597081	+	387885	CCDC42B	213	6.12749509E-2	DAVIES_SUCCESS
chr12	113594977	113623284	-	79039	DDX54	219	8.39665093E-2	DAVIES_SUCCESS
chr12	113623554	113630119	+	84934	C12orf52	157	1.36702952E-1	DAVIES_SUCCESS
chr12	113633245	113658880	-	115811	IQCD	181	1.25525647E-1	DAVIES_SUCCESS
chr12	113659259	113736389	+	53373	TPCN1	294	1.71783872E-1	DAVIES_SUCCESS
chr12	113736570	113772925	-	80024	SLC24A6	224	1.15368072E-1	DAVIES_SUCCESS
chr12	113796370	113827458	+	196463	PLBD2	141	1.33926563E-1	DAVIES_SUCCESS
chr12	113830250	113841692	-	10993	SDS	78	3.22125348E-2	DAVIES_SUCCESS
chr12	113860215	113876081	+	113675	SDSL	91	3.23552266E-1	DAVIES_SUCCESS
chr12	113900693	113909877	-	64211	LHX5	131	5.27028369E-1	DAVIES_SUCCESS
chr12	114254542	114404176	-	9904	RBM19	762	9.0166934E-1	DAVIES_SUCCESS
chr12	114791734	114846247	-	6910	TBX5	401	8.43521716E-1	DAVIES_SUCCESS
chr12	114845999	114850637	+	255480	TBX5-AS1	248	5.66652295E-1	DAVIES_SUCCESS
chr12	115108058	115121969	-	6926	TBX3	235	2.7477235E-1	DAVIES_SUCCESS
chr12	116396380	116714991	-	23389	MED13L	524	2.27705822E-1	DAVIES_SUCCESS
chr12	116586364	116586459	-	693205	MIR620	97	2.52844442E-1	DAVIES_SUCCESS
chr12	116866056	116866123	-	100616309	MIR4472-2	276	9.65408319E-1	DAVIES_SUCCESS
chr12	116971226	116974318	+	100287569	LINC00173	241	5.68120161E-2	DAVIES_SUCCESS
chr12	116997185	117014425	+	643246	MAP1LC3B2	277	1.27971432E-1	DAVIES_SUCCESS
chr12	117153595	117175843	-	79794	C12orf49	222	1.04430592E-2	DAVIES_SUCCESS
chr12	117176095	117291436	+	84900	RNFT2	347	1.12592979E-2	DAVIES_SUCCESS
chr12	117298224	117319232	-	8739	HRK	179	1.00802911E-1	DAVIES_SUCCESS
chr12	117348760	117468953	+	26259	FBXW8	350	2.29449033E-1	DAVIES_SUCCESS
chr12	117476727	117537251	-	54997	TESC	332	2.93173208E-1	DAVIES_SUCCESS
chr12	117581584	117628300	-	23014	FBXO21	344	2.89504942E-1	DAVIES_SUCCESS
chr12	117645946	117799607	-	4842	NOS1	574	6.17817337E-1	DAVIES_SUCCESS
chr12	117890816	118406028	-	283455	KSR2	1708	4.69803789E-1	DAVIES_SUCCESS
chr12	118454505	118470042	+	5985	RFC5	285	6.83839961E-1	DAVIES_SUCCESS
chr12	118470491	118498951	-	55884	WSB2	298	7.19012872E-1	DAVIES_SUCCESS
chr12	118501397	118541810	-	54621	VSIG10	309	7.5735125E-1	DAVIES_SUCCESS
chr12	118573869	118583390	+	5037	PEBP1	178	8.85165574E-1	DAVIES_SUCCESS
chr12	118587605	118810750	-	51347	TAOK3	440	7.02561244E-1	DAVIES_SUCCESS
chr12	118814357	118855840	+	64426	SUDS3	300	6.39462633E-1	DAVIES_SUCCESS
chr12	119419299	119600856	+	84530	SRRM4	658	3.98104058E-1	DAVIES_SUCCESS
chr12	119616594	119632551	+	26353	HSPB8	239	2.35506744E-1	DAVIES_SUCCESS
chr12	119721629	119741185	-	144742	LINC00934	366	1.22567791E-1	DAVIES_SUCCESS
chr12	119772516	119978852	+	160777	CCDC60	683	4.79189877E-1	DAVIES_SUCCESS
chr12	120031263	120079363	+	387890	TMEM233	295	9.05941148E-1	DAVIES_SUCCESS
chr12	120105756	120119429	+	5564	PRKAB1	161	7.09253812E-1	DAVIES_SUCCESS
chr12	120123594	120315095	-	11113	CIT	389	3.78299561E-1	DAVIES_SUCCESS
chr12	120151438	120151529	-	100302274	MIR1178	116	5.21726917E-1	DAVIES_SUCCESS
chr12	120427647	120532299	+	92558	CCDC64	286	5.88054667E-1	DAVIES_SUCCESS
chr12	120532898	120554643	-	11021	RAB35	149	7.81214218E-1	DAVIES_SUCCESS
chr12	120565013	120632513	-	10985	GCN1L1	189	7.89886793E-1	DAVIES_SUCCESS
chr12	120593237	120593303	-	100616179	MIR4498	110	6.25851898E-1	DAVIES_SUCCESS
chr12	120634502	120639014	-	6175	RPLP0	113	7.5313601E-1	DAVIES_SUCCESS
chr12	120639093	120650631	+	100506649	PXN-AS1	120	8.05500966E-1	DAVIES_SUCCESS
chr12	120648241	120703574	-	5829	PXN	194	9.68974746E-1	DAVIES_SUCCESS
chr12	120740123	120751045	+	23409	SIRT4	194	9.86262011E-1	DAVIES_SUCCESS
chr12	120759913	120765592	-	5319	PLA2G1B	188	9.67326799E-1	DAVIES_SUCCESS
chr12	120779132	120806983	-	4440	MSI1	245	9.94887719E-1	DAVIES_SUCCESS
chr12	120875892	120878545	+	1337	COX6A1	241	8.4552941E-1	DAVIES_SUCCESS
chr12	120881763	120884215	-	51499	TRIAP1	249	8.22503336E-1	DAVIES_SUCCESS
chr12	120884240	120901556	+	283459	GATC	298	8.05645607E-1	DAVIES_SUCCESS
chr12	120899470	120907558	-	8683	SRSF9	280	7.49273042E-1	DAVIES_SUCCESS
chr12	120907659	120936298	+	8655	DYNLL1	343	7.52424519E-1	DAVIES_SUCCESS
chr12	120928140	120933749	-	100506668	DYNLL1-AS1	278	7.38644054E-1	DAVIES_SUCCESS
chr12	120941081	120966964	-	84274	COQ5	337	7.57381019E-1	DAVIES_SUCCESS
chr12	120972131	121015397	+	9921	RNF10	371	8.44762859E-1	DAVIES_SUCCESS
chr12	121016847	121019201	-	51367	POP5	248	8.80136355E-1	DAVIES_SUCCESS
chr12	121078421	121105127	+	9478	CABP1	269	7.8627101E-1	DAVIES_SUCCESS
chr12	121124948	121139667	+	9761	MLEC	236	7.88909518E-1	DAVIES_SUCCESS
chr12	121148237	121161443	+	84747	UNC119B	218	6.25978021E-1	DAVIES_SUCCESS
chr12	121160995	121161069	+	100616329	MIR4700	193	6.06399971E-1	DAVIES_SUCCESS
chr12	121163570	121177811	+	35	ACADS	215	5.61470953E-1	DAVIES_SUCCESS
chr12	121200312	121342155	-	121665	SPPL3	557	2.84714088E-1	DAVIES_SUCCESS
chr12	121407640	121410095	-	283460	HNF1A-AS1	304	4.00843489E-1	DAVIES_SUCCESS
chr12	121416453	121440314	+	6927	HNF1A	348	3.90610298E-1	DAVIES_SUCCESS
chr12	121440847	121454300	-	64897	C12orf43	311	2.81428872E-1	DAVIES_SUCCESS
chr12	121458094	121477045	-	8638	OASL	306	2.15648094E-1	DAVIES_SUCCESS
chr12	121570621	121624354	+	5027	P2RX7	567	4.86112365E-1	DAVIES_SUCCESS
chr12	121647663	121671909	+	5025	P2RX4	432	2.76811559E-1	DAVIES_SUCCESS
chr12	121675494	121736111	-	10645	CAMKK2	326	2.01856547E-1	DAVIES_SUCCESS
chr12	121746047	121792012	-	51433	ANAPC5	205	9.53524385E-1	DAVIES_SUCCESS
chr12	121837885	121862155	+	80196	RNF34	252	9.84827713E-1	DAVIES_SUCCESS
chr12	121866899	122018920	-	84678	KDM2B	377	9.56205695E-1	DAVIES_SUCCESS
chr12	122064454	122079946	+	84876	ORAI1	143	7.10676943E-1	DAVIES_SUCCESS
chr12	122089292	122110537	-	283385	MORN3	165	7.80704324E-1	DAVIES_SUCCESS
chr12	122150657	122219974	+	144404	TMEM120B	238	9.94491437E-1	DAVIES_SUCCESS
chr12	122215659	122231594	-	54509	RHOF	155	9.9979147E-1	DAVIES_SUCCESS
chr12	122233172	122241390	-	338799	LOC338799	154	9.67741232E-1	DAVIES_SUCCESS
chr12	122242637	122270562	+	23067	SETD1B	215	7.73197997E-1	DAVIES_SUCCESS
chr12	122277432	122326517	-	3242	HPD	250	4.55735385E-1	DAVIES_SUCCESS
chr12	122326636	122355771	+	5715	PSMD9	255	2.93725811E-1	DAVIES_SUCCESS
chr12	122356462	122441832	+	144406	WDR66	292	3.37722577E-1	DAVIES_SUCCESS
chr12	122459860	122499950	+	605	BCL7A	150	7.36917036E-1	DAVIES_SUCCESS
chr12	122516651	122628967	+	22877	MLXIP	384	9.28670382E-1	DAVIES_SUCCESS
chr12	122652265	122688018	+	254050	LRRC43	310	2.59550141E-1	DAVIES_SUCCESS
chr12	122656576	122658746	-	386653	IL31	252	4.29975533E-1	DAVIES_SUCCESS
chr12	122688227	122692084	+	79369	B3GNT4	187	8.97145599E-2	DAVIES_SUCCESS
chr12	122692208	122751068	-	65082	VPS33A	253	3.62411544E-2	DAVIES_SUCCESS
chr12	122755980	122907116	-	6249	CLIP1	381	1.183466E-1	DAVIES_SUCCESS
chr12	122880088	122884491	+	100507066	LOC100507066	167	5.02370578E-1	DAVIES_SUCCESS
chr12	122956145	122985543	-	55596	ZCCHC8	190	3.76937445E-1	DAVIES_SUCCESS
chr12	122989189	123011560	-	65117	RSRC2	164	3.4351543E-1	DAVIES_SUCCESS
chr12	123011808	123110947	+	9735	KNTC1	291	4.3285017E-1	DAVIES_SUCCESS
chr12	123185839	123187904	-	338442	HCAR2	195	5.34673851E-1	DAVIES_SUCCESS
chr12	123199302	123201439	-	8843	HCAR3	185	4.51635471E-1	DAVIES_SUCCESS
chr12	123212152	123215129	-	27198	HCAR1	169	5.05452296E-1	DAVIES_SUCCESS
chr12	123237370	123255953	+	8562	DENR	174	1.35564353E-1	DAVIES_SUCCESS
chr12	123259055	123311927	+	84660	CCDC62	203	8.29499652E-2	DAVIES_SUCCESS
chr12	123319294	123347507	+	9026	HIP1R	178	8.7399707E-2	DAVIES_SUCCESS
chr12	123349874	123380712	-	79720	VPS37B	139	1.02007508E-1	DAVIES_SUCCESS
chr12	123405497	123459752	-	23457	ABCB9	73	7.46045458E-2	DAVIES_SUCCESS
chr12	123459353	123464588	+	79676	OGFOD2	38	1.28239966E-1	DAVIES_SUCCESS
chr12	123464879	123467460	+	51329	ARL6IP4	37	1.13728362E-1	DAVIES_SUCCESS
chr12	123468026	123635285	-	57605	PITPNM2	177	6.28309705E-2	DAVIES_SUCCESS
chr12	123495213	123495275	-	100422931	MIR4304	36	1.20706682E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr12	123565930	123569291	+	100507091	LOC100507091	42	9.26075261E-2	DAVIES_SUCCESS
chr12	123640945	123717658	-	10198	MPHOSPH9	280	6.41851993E-2	DAVIES_SUCCESS
chr12	123717843	123742506	+	91574	C12orf65	221	9.07452522E-2	DAVIES_SUCCESS
chr12	123745516	123756863	-	8099	CDK2AP1	206	1.11392873E-1	DAVIES_SUCCESS
chr12	123773655	123849388	-	55206	SBNO1	307	1.86031316E-1	DAVIES_SUCCESS
chr12	123868703	123893900	+	387893	SETD8	222	1.32534559E-1	DAVIES_SUCCESS
chr12	123899935	123921264	-	196383	RILPL2	206	9.3107228E-2	DAVIES_SUCCESS
chr12	123942650	123956909	+	11066	SNRNP35	197	5.35523532E-2	DAVIES_SUCCESS
chr12	123955908	124018265	-	353116	RILPL1	316	7.66796274E-2	DAVIES_SUCCESS
chr12	124020955	124021081	+	100500909	MIR3908	206	9.88654847E-2	DAVIES_SUCCESS
chr12	124069075	124082688	+	10959	TMED2	234	1.39877033E-1	DAVIES_SUCCESS
chr12	124086671	124105482	+	57696	DDX55	223	1.34273479E-1	DAVIES_SUCCESS
chr12	124105569	124118323	-	1967	EIF2B1	244	1.34654952E-1	DAVIES_SUCCESS
chr12	124118285	124147151	+	2967	GTF2H3	288	1.43071503E-1	DAVIES_SUCCESS
chr12	124155659	124192950	+	79867	TCTN2	273	1.80707652E-1	DAVIES_SUCCESS
chr12	124196864	124246301	+	23545	ATP6V0A2	309	2.31245649E-1	DAVIES_SUCCESS
chr12	124247041	124420267	+	196385	DNAH10	461	8.07272046E-1	DAVIES_SUCCESS
chr12	124420954	124457163	-	80212	CCDC92	222	9.47159685E-1	DAVIES_SUCCESS
chr12	124457761	124800570	+	100533183	ZNF664-FAM101A	991	8.28810029E-1	DAVIES_SUCCESS
chr12	124773709	124800570	+	144347	FAM101A	336	6.93255919E-1	DAVIES_SUCCESS
chr12	124808956	125052010	-	9612	NCOR2	789	3.44539889E-1	DAVIES_SUCCESS
chr12	125262173	125365007	-	949	SCARB1	463	8.13333421E-1	DAVIES_SUCCESS
chr12	125396191	125399587	-	7316	UBC	305	1.96526292E-1	DAVIES_SUCCESS
chr12	125400092	125400205	+	100847004	MIR5188	301	1.67509674E-1	DAVIES_SUCCESS
chr12	125431369	125473667	-	57647	DHX37	487	3.35344541E-1	DAVIES_SUCCESS
chr12	125478193	125510349	+	140707	BRI3BP	461	4.66730117E-1	DAVIES_SUCCESS
chr12	125549924	125627871	+	65985	AACS	373	8.18491103E-1	DAVIES_SUCCESS
chr12	125811161	126143589	+	114795	TMEM132B	1121	4.824956E-1	DAVIES_SUCCESS
chr12	126443233	126467920	-	400084	LINC00939	330	5.10697129E-1	DAVIES_SUCCESS
chr12	126927026	126957331	+	100128554	LOC100128554	401	6.40383996E-1	DAVIES_SUCCESS
chr12	127215246	127256808	-	387895	LINC00944	414	2.93553504E-1	DAVIES_SUCCESS
chr12	127221552	127230800	+	100507206	LINC00943	316	3.06569376E-1	DAVIES_SUCCESS
chr12	127354039	127359236	-	440117	LOC440117	267	5.95910734E-1	DAVIES_SUCCESS
chr12	128366161	128383184	+	400087	FLJ37505	289	2.10350787E-4	DAVIES_SUCCESS
chr12	128399954	128436097	+	100862680	LINC00507	401	1.18866053E-3	DAVIES_SUCCESS
chr12	128751947	129192460	+	92293	TMEM132C	1474	4.36709886E-1	DAVIES_SUCCESS
chr12	128778636	128778723	+	100500817	MIR3612	327	3.53231473E-1	DAVIES_SUCCESS
chr12	129277738	129308541	-	121260	SLC15A4	544	6.20257288E-1	DAVIES_SUCCESS
chr12	129338080	129469509	+	144423	GLT1D1	883	6.50521633E-2	DAVIES_SUCCESS
chr12	129556270	130388212	-	121256	TMEM132D	2667	2.26740335E-2	DAVIES_SUCCESS
chr12	130518356	130526887	-	100190940	LOC100190940	399	9.63106594E-3	DAVIES_SUCCESS
chr12	130636137	130646768	-	440119	FZD10-AS1	505	7.78902631E-1	DAVIES_SUCCESS
chr12	130647003	130650285	+	11211	FZD10	485	7.72324958E-1	DAVIES_SUCCESS
chr12	130822432	130856877	+	9271	PIWIL1	426	5.90113012E-2	DAVIES_SUCCESS
chr12	130880680	131200826	-	23504	RIMBP2	1491	3.4939858E-1	DAVIES_SUCCESS
chr12	131274144	131323819	-	2054	STX2	596	3.85837679E-1	DAVIES_SUCCESS
chr12	131356616	131360826	+	5901	RAN	364	4.32627697E-1	DAVIES_SUCCESS
chr12	131438451	131626008	+	283383	GPR133	925	6.71495251E-1	DAVIES_SUCCESS
chr12	131649555	131697476	+	116437	LOC116437	411	3.88657374E-1	DAVIES_SUCCESS
chr12	132195631	132284283	+	6433	SFSWAP	471	7.8039025E-1	DAVIES_SUCCESS
chr12	132312940	132336316	+	4326	MMP17	297	5.312139E-1	DAVIES_SUCCESS
chr12	132379278	132407707	+	8408	ULK1	218	2.88214426E-1	DAVIES_SUCCESS
chr12	132413744	132428406	+	80324	PUS1	167	4.19330404E-1	DAVIES_SUCCESS
chr12	132434464	132565011	+	57634	EP400	298	1.75163455E-1	DAVIES_SUCCESS
chr12	132515768	132515905	+	677829	SNORA49	94	1.9034936E-1	DAVIES_SUCCESS
chr12	132568827	132613429	+	347918	EP400NL	219	5.37385869E-2	DAVIES_SUCCESS
chr12	132621139	132628880	-	317781	DDX51	202	6.03304235E-2	DAVIES_SUCCESS
chr12	132628992	132636986	+	79050	NOC4L	226	7.51236754E-2	DAVIES_SUCCESS
chr12	132680916	132905905	-	50614	GALNT9	661	3.57087307E-1	DAVIES_SUCCESS
chr12	132851976	132857486	+	100130238	LOC100130238	260	1.64686256E-1	DAVIES_SUCCESS
chr12	133067156	133161773	+	57666	FBRSL1	620	6.10423388E-1	DAVIES_SUCCESS
chr12	133179735	133187037	-	100507055	LRCOL1	388	5.06481364E-1	DAVIES_SUCCESS
chr12	133195402	133198972	+	22953	P2RX2	335	4.83813473E-1	DAVIES_SUCCESS
chr12	133200347	133263945	-	5426	POLE	463	5.09300407E-1	DAVIES_SUCCESS
chr12	133264191	133281577	+	5827	PXMP2	267	5.73416551E-1	DAVIES_SUCCESS
chr12	133264634	133299323	+	192111	PGAM5	332	6.85570334E-1	DAVIES_SUCCESS
chr12	133302253	133338451	-	23141	ANKLE2	368	8.72357187E-1	DAVIES_SUCCESS
chr12	133345494	133405426	-	2802	GOLGA3	483	8.54037334E-1	DAVIES_SUCCESS
chr12	133416937	133464204	-	55743	CHFR	425	7.52022638E-1	DAVIES_SUCCESS
chr12	133498018	133532892	-	100289635	ZNF605	181	7.68927121E-1	DAVIES_SUCCESS
chr12	133562933	133589154	+	7574	ZNF26	2	8.10329123E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr12	133613877	133639885	+	7637	ZNF84	18	3.21695101E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr12	133657036	133684258	+	7699	ZNF140	111	2.84435189E-1	DAVIES_SUCCESS
chr12	133696554	133707059	-	101060200	ZNF891	157	2.71364062E-1	DAVIES_SUCCESS
chr12	133707212	133783697	+	10795	ZNF268	346	2.63350692E-1	DAVIES_SUCCESS
chr12	133794897	133812422	-	647589	ANHX	233	2.53288493E-1	DAVIES_SUCCESS
chr13	19312239	19314239	-	100874164	LINC00417	334	9.38213399E-3	DAVIES_SUCCESS
chr13	19408542	19446109	-	284232	ANKRD20A9P	430	1.1152329E-1	DAVIES_SUCCESS
chr13	19582398	19586774	+	348021	LINC00442	317	9.71920652E-1	DAVIES_SUCCESS
chr13	19717121	19717217	+	100873761	RNU6-52P	552	9.846173E-1	DAVIES_SUCCESS
chr13	19747909	19755992	-	7278	TUBA3C	571	3.43051165E-1	DAVIES_SUCCESS
chr13	19836939	19919113	-	100101938	ANKRD26P3	806	2.74429449E-1	DAVIES_SUCCESS
chr13	19919188	19920889	+	100287114	LINC00421	532	4.32838492E-1	DAVIES_SUCCESS
chr13	19997018	20135714	-	93492	TPTE2	485	5.80234624E-1	DAVIES_SUCCESS
chr13	20207787	20247599	+	54737	MPHOSPH8	199	5.02091101E-1	DAVIES_SUCCESS
chr13	20277008	20357159	-	55269	PSPC1	298	4.93379688E-1	DAVIES_SUCCESS
chr13	20397623	20437776	-	9205	ZMYM5	351	5.02730055E-1	DAVIES_SUCCESS
chr13	20532809	20665968	+	7750	ZMYM2	436	9.9228086E-1	DAVIES_SUCCESS
chr13	20712394	20735183	-	2700	GJA3	354	9.58641455E-1	DAVIES_SUCCESS
chr13	20761603	20767114	-	2706	GJB2	312	8.1398409E-1	DAVIES_SUCCESS
chr13	20796100	20806534	-	10804	GJB6	319	7.91778559E-1	DAVIES_SUCCESS
chr13	20977805	21100012	-	51084	CRYL1	570	3.65169483E-1	DAVIES_SUCCESS
chr13	21007916	21007985	-	100616304	MIR4499	236	1.50809375E-1	DAVIES_SUCCESS
chr13	21141207	21265576	+	8100	IFT88	463	4.80836655E-1	DAVIES_SUCCESS
chr13	21277481	21297237	+	53342	IL17D	276	5.09876063E-1	DAVIES_SUCCESS
chr13	21303072	21348095	-	221143	N6AMT2	299	4.80317433E-1	DAVIES_SUCCESS
chr13	21351467	21476913	-	64328	XPO4	507	3.55696022E-1	DAVIES_SUCCESS
chr13	21547175	21635722	-	26524	LATS2	469	5.12111793E-1	DAVIES_SUCCESS
chr13	21714652	21723224	+	10284	SAP18	355	7.93389845E-1	DAVIES_SUCCESS
chr13	21727733	21750741	-	221150	SKA3	394	5.63836008E-1	DAVIES_SUCCESS
chr13	21750371	21753220	+	78988	MRP63	286	4.97409649E-1	DAVIES_SUCCESS
chr13	21872263	21967061	+	650794	MIPEPP3	598	3.94168669E-1	DAVIES_SUCCESS
chr13	21946709	22033508	-	253832	ZDHHC20	484	3.35285051E-1	DAVIES_SUCCESS
chr13	22066827	22178355	-	221154	MICU2	428	6.43073644E-1	DAVIES_SUCCESS
chr13	22245214	22278640	+	2254	FGF9	236	9.46720996E-2	DAVIES_SUCCESS
chr13	22446934	22452299	-	100874182	LINC00424	388	9.00181415E-1	DAVIES_SUCCESS
chr13	23471168	23472320	-	646201	BASP1P1	422	1.79645053E-1	DAVIES_SUCCESS
chr13	23755059	23899304	+	6445	SGCG	1139	1.32259376E-1	DAVIES_SUCCESS
chr13	23902961	24007867	-	26278	SACS	753	8.31931769E-1	DAVIES_SUCCESS
chr13	23993109	24003008	+	100506680	SACS-AS1	330	8.08386513E-1	DAVIES_SUCCESS
chr13	24043650	24061603	+	100506697	LINC00327	418	2.73684261E-1	DAVIES_SUCCESS
chr13	24144508	24250244	+	55504	TNFRSF19	589	6.04118127E-2	DAVIES_SUCCESS
chr13	24304327	24463587	-	4285	MIPEP	718	2.59672359E-1	DAVIES_SUCCESS
chr13	24463027	24466242	+	542767	C1QTNF9B-AS1	359	3.0807806E-1	DAVIES_SUCCESS
chr13	24465237	24471641	-	387911	C1QTNF9B	367	3.02595072E-1	DAVIES_SUCCESS
chr13	24481422	24523454	-	400110	ANKRD20A19P	505	4.64791209E-1	DAVIES_SUCCESS
chr13	24553838	24896669	+	221178	SPATA13	1593	8.28620362E-1	DAVIES_SUCCESS
chr13	24736554	24736643	+	100313842	MIR2276	399	5.83725515E-1	DAVIES_SUCCESS
chr13	24826886	24828577	-	100874231	SPATA13-AS1	261	9.65243201E-1	DAVIES_SUCCESS
chr13	24883715	24896669	+	338872	C1QTNF9	381	7.04745749E-1	DAVIES_SUCCESS
chr13	24995068	25086948	-	143	PARP4	828	4.60325106E-1	DAVIES_SUCCESS
chr13	25141010	25171812	+	374491	TPTE2P6	339	9.27743057E-1	DAVIES_SUCCESS
chr13	25254548	25285923	+	479	ATP12A	524	5.3924702E-1	DAVIES_SUCCESS
chr13	25338300	25454058	+	56163	RNF17	593	3.59247446E-1	DAVIES_SUCCESS
chr13	25456411	25497027	-	55835	CENPJ	517	3.59300289E-1	DAVIES_SUCCESS
chr13	25502892	25542607	-	646405	TPTE2P1	569	3.09609576E-1	DAVIES_SUCCESS
chr13	25670275	25672704	+	5042	PABPC3	319	2.6066527E-1	DAVIES_SUCCESS
chr13	25742671	25746305	-	219287	AMER2	253	1.71103327E-1	DAVIES_SUCCESS
chr13	25802306	25861704	-	9107	MTMR6	226	3.16060281E-1	DAVIES_SUCCESS
chr13	25875665	25916561	+	9818	NUPL1	160	4.16904702E-1	DAVIES_SUCCESS
chr13	25946208	26595420	+	51761	ATP8A2	1574	9.00105367E-1	DAVIES_SUCCESS
chr13	26618734	26625198	-	387914	SHISA2	327	6.36475523E-1	DAVIES_SUCCESS
chr13	26706252	26796508	-	6049	RNF6	549	6.74460188E-1	DAVIES_SUCCESS
chr13	26828755	26978569	+	1024	CDK8	461	4.58586938E-1	DAVIES_SUCCESS
chr13	27131839	27263082	+	10810	WASF3	616	9.69162628E-1	DAVIES_SUCCESS
chr13	27329338	27334922	-	2835	GPR12	365	9.95468427E-1	DAVIES_SUCCESS
chr13	27640286	27746033	-	219333	USP12	364	8.10273466E-1	DAVIES_SUCCESS
chr13	27825691	27830702	+	6144	RPL21	168	7.44940725E-1	DAVIES_SUCCESS
chr13	27829200	27829272	+	26771	SNORD102	158	7.56775951E-1	DAVIES_SUCCESS
chr13	27829537	27829663	+	619499	SNORA27	162	7.64622014E-1	DAVIES_SUCCESS
chr13	27844463	27847827	+	387496	RASL11A	190	8.93186768E-1	DAVIES_SUCCESS
chr13	27998680	28009846	+	2971	GTF3A	300	1.34159539E-1	DAVIES_SUCCESS
chr13	28009775	28024739	-	219402	MTIF3	305	1.08038011E-1	DAVIES_SUCCESS
chr13	28120049	28195244	-	222484	LNX2	474	2.21066561E-1	DAVIES_SUCCESS
chr13	28194879	28241559	+	51082	POLR1D	598	4.64593464E-1	DAVIES_SUCCESS
chr13	28366779	28368089	+	219409	GSX1	273	1.74946849E-2	DAVIES_SUCCESS
chr13	28494167	28500451	+	3651	PDX1	335	3.96607912E-1	DAVIES_SUCCESS
chr13	28519342	28519710	+	432369	ATP5EP2	289	7.37956266E-1	DAVIES_SUCCESS
chr13	28536204	28543505	-	1045	CDX2	243	9.69945996E-1	DAVIES_SUCCESS
chr13	28552242	28562774	-	646625	PRHOXNB	272	9.8347157E-1	DAVIES_SUCCESS
chr13	28577410	28674729	-	2322	FLT3	523	9.79146565E-1	DAVIES_SUCCESS
chr13	28710979	28713311	-	100288730	PAN3-AS1	172	7.40470619E-1	DAVIES_SUCCESS
chr13	28712642	28869475	+	255967	PAN3	379	7.15484833E-1	DAVIES_SUCCESS
chr13	28874482	29069265	-	2321	FLT1	517	8.71304306E-1	DAVIES_SUCCESS
chr13	29233140	29253093	+	51371	POMP	221	8.2944595E-2	DAVIES_SUCCESS
chr13	29274217	29293150	-	283537	SLC46A3	221	2.88274253E-2	DAVIES_SUCCESS
chr13	29598747	30080084	+	23281	MTUS2	1581	9.48229682E-1	DAVIES_SUCCESS
chr13	30050651	30061887	-	100874107	MTUS2-AS1	257	7.12295449E-1	DAVIES_SUCCESS
chr13	30083550	30169825	-	6541	SLC7A1	459	7.06120588E-1	DAVIES_SUCCESS
chr13	30338544	30424820	-	5412	UBL3	458	1.66169319E-1	DAVIES_SUCCESS
chr13	30446749	30462542	-	100874059	LINC00297	352	9.91969859E-2	DAVIES_SUCCESS
