chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
1	113243748	113250025	-	389	RHOC	167	1.59882093E-1	DAVIES_SUCCESS
1	113252615	113257950	-	333926	PPM1J	174	1.52987655E-1	DAVIES_SUCCESS
1	113263188	113269856	+	284467	FAM19A3	185	1.50375025E-1	DAVIES_SUCCESS
1	113454469	113498975	-	6566	SLC16A1	155	5.046826E-1	DAVIES_SUCCESS
1	113465971	113467295	+	246182	AKR7A2P1	119	4.8471895E-1	DAVIES_SUCCESS
1	113615830	113667342	+	9860	LRIG2	227	4.95264181E-1	DAVIES_SUCCESS
1	113739403	113748875	-	643441	LOC643441	242	3.52386768E-1	DAVIES_SUCCESS
1	113933474	114228545	+	260425	MAGI3	655	4.82761981E-1	DAVIES_SUCCESS
1	114239823	114302098	-	10745	PHTF1	194	7.22436107E-1	DAVIES_SUCCESS
1	114304453	114355070	-	54665	RSBN1	188	5.20523891E-1	DAVIES_SUCCESS
1	114356432	114414375	-	26191	PTPN22	191	4.97706391E-1	DAVIES_SUCCESS
1	114399256	114443859	+	100287722	AP4B1-AS1	183	5.55569665E-1	DAVIES_SUCCESS
1	114419435	114430169	-	440603	BCL2L15	150	5.50472798E-1	DAVIES_SUCCESS
1	114437370	114447741	-	10717	AP4B1	139	6.64851678E-1	DAVIES_SUCCESS
1	114447914	114456708	+	64858	DCLRE1B	127	7.07568553E-1	DAVIES_SUCCESS
1	114471995	114520491	+	204851	HIPK1	211	9.49640247E-1	DAVIES_SUCCESS
1	114522029	114524876	+	56944	OLFML3	146	9.29989559E-1	DAVIES_SUCCESS
1	114631913	114696472	-	148281	SYT6	448	3.75258118E-1	DAVIES_SUCCESS
1	114935398	115053781	-	51592	TRIM33	307	1.14911644E-1	DAVIES_SUCCESS
1	115064016	115213044	-	163259	DENND2C	339	2.098949E-1	DAVIES_SUCCESS
1	115110180	115124265	-	10286	BCAS2	149	3.72482423E-1	DAVIES_SUCCESS
1	115215719	115238239	-	270	AMPD1	157	3.73214043E-1	DAVIES_SUCCESS
1	115247084	115259515	-	4893	NRAS	137	3.6906107E-1	DAVIES_SUCCESS
1	115259533	115300671	-	7812	CSDE1	160	2.95108942E-1	DAVIES_SUCCESS
1	115312104	115323308	-	80143	SIKE1	157	4.73125836E-1	DAVIES_SUCCESS
1	115397454	115537990	+	6847	SYCP1	521	7.47966246E-1	DAVIES_SUCCESS
1	115572444	115576930	+	7252	TSHB	281	9.07918976E-1	DAVIES_SUCCESS
1	115590632	115632121	-	10100	TSPAN2	406	7.4139583E-1	DAVIES_SUCCESS
1	115828536	115880857	-	4803	NGF	350	6.28452579E-1	DAVIES_SUCCESS
1	116184573	116240845	+	81839	VANGL1	520	3.03988637E-1	DAVIES_SUCCESS
1	116242625	116311426	-	845	CASQ2	562	2.94605656E-1	DAVIES_SUCCESS
1	116378998	116383747	-	4808	NHLH2	236	8.63630624E-1	DAVIES_SUCCESS
1	116519118	116612675	+	55356	SLC22A15	190	3.39770363E-1	DAVIES_SUCCESS
1	116654375	116677861	+	126868	MAB21L3	163	6.19935133E-1	DAVIES_SUCCESS
1	116915003	116947396	+	476	ATP1A1	57	9.97562415E-1	DAVIES_SUCCESS
1	116935486	116961244	-	84852	ATP1A1OS	47	9.7188533E-1	DAVIES_SUCCESS
1	117057155	117113715	-	965	CD58	139	9.72501464E-1	DAVIES_SUCCESS
1	117117019	117210377	-	3321	IGSF3	163	9.94231857E-1	DAVIES_SUCCESS
1	117214370	117214449	+	100302117	MIR320B1	99	9.97776192E-1	DAVIES_SUCCESS
1	117297085	117311851	+	914	CD2	143	9.96036042E-1	DAVIES_SUCCESS
1	117452688	117532972	+	5738	PTGFRN	350	2.69194349E-1	DAVIES_SUCCESS
1	117544371	117579173	+	9398	CD101	276	6.47117912E-2	DAVIES_SUCCESS
1	117602948	117645491	+	8458	TTF2	250	4.37987019E-1	DAVIES_SUCCESS
1	117637264	117637350	+	100126331	MIR942	172	4.96288728E-1	DAVIES_SUCCESS
1	117653676	117664411	-	80263	TRIM45	164	8.20412628E-1	DAVIES_SUCCESS
1	117686208	117753582	-	79679	VTCN1	309	8.13179712E-1	DAVIES_SUCCESS
1	117910084	118068320	+	10905	MAN1A2	591	9.13629081E-1	DAVIES_SUCCESS
1	118148603	118171011	+	54855	FAM46C	294	4.93524109E-1	DAVIES_SUCCESS
1	118406106	118472302	-	54834	GDAP2	126	8.84789434E-2	DAVIES_SUCCESS
1	118472371	118503049	+	10885	WDR3	121	3.6340862E-2	DAVIES_SUCCESS
1	118496287	118727848	-	200162	SPAG17	327	2.29907626E-2	DAVIES_SUCCESS
1	119425665	119532179	-	6913	TBX15	426	7.47764891E-1	DAVIES_SUCCESS
1	119573838	119683295	-	10352	WARS2	455	6.49562507E-1	DAVIES_SUCCESS
1	119911401	119936751	+	51179	HAO2	184	5.36624497E-1	DAVIES_SUCCESS
1	119957269	119989122	+	3284	HSD3B2	268	2.45820678E-1	DAVIES_SUCCESS
1	120049825	120057681	+	3283	HSD3B1	203	1.29192249E-1	DAVIES_SUCCESS
1	120106502	120115199	+	128102	HSD3BP4	315	2.9303791E-1	DAVIES_SUCCESS
1	120140324	120141914	-	644242	LINC00622	249	4.35595115E-1	DAVIES_SUCCESS
1	120161999	120190390	-	90874	ZNF697	297	4.61425212E-1	DAVIES_SUCCESS
1	120254418	120286849	+	26227	PHGDH	276	6.08859389E-1	DAVIES_SUCCESS
1	120290618	120311555	-	3158	HMGCS2	252	5.52904502E-1	DAVIES_SUCCESS
1	120336640	120354203	-	83998	REG4	226	5.02865083E-1	DAVIES_SUCCESS
1	120377387	120387503	-	343505	NBPF7	213	4.57104511E-1	DAVIES_SUCCESS
1	120436155	120439147	-	11085	ADAM30	130	5.86506806E-1	DAVIES_SUCCESS
1	120454175	120612317	-	4853	NOTCH2	154	5.53901864E-1	DAVIES_SUCCESS
1	120839004	120855681	+	653820	FAM72B	5	8.12141073E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
1	120906033	120914842	+	337875	HIST2H2BA	15	9.66781106E-1	DAVIES_SUCCESS
1	120926127	120935944	-	2210	FCGR1B	14	9.63682788E-1	DAVIES_SUCCESS
1	121107151	121129827	+	100996712	SRGAP2D	7	9.30249436E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
1	121260909	121313686	+	647121	EMBP1	70	8.21722658E-1	DAVIES_SUCCESS
1	144146810	146467744	+	100288142	LOC100288142	468	4.19698447E-1	DAVIES_SUCCESS
1	144676436	145076186	-	9659	PDE4DIP	18	5.1230849E-1	DAVIES_SUCCESS
1	145096406	145116997	+	9554	SEC22B	4	1.62799911E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
1	145209110	146467744	+	100132406	NBPF10	450	4.13578861E-1	DAVIES_SUCCESS
1	145413190	145417545	+	148738	HFE2	69	3.28437357E-1	DAVIES_SUCCESS
1	145438461	145442628	+	10628	TXNIP	60	3.31831616E-1	DAVIES_SUCCESS
1	145456235	145470387	-	84265	POLR3GL	59	3.51893042E-1	DAVIES_SUCCESS
1	145470507	145475647	+	284615	ANKRD34A	50	4.03289686E-1	DAVIES_SUCCESS
1	145477084	145499091	+	128077	LIX1L	64	5.07774983E-1	DAVIES_SUCCESS
1	145507556	145513535	+	9939	RBM8A	68	7.52831016E-1	DAVIES_SUCCESS
1	145516164	145523732	+	8799	PEX11B	93	7.19202639E-1	DAVIES_SUCCESS
1	145524989	145543868	+	8515	ITGA10	100	7.00015301E-1	DAVIES_SUCCESS
1	145549208	145568526	+	148741	ANKRD35	116	6.82807196E-1	DAVIES_SUCCESS
1	145575289	145586546	+	10401	PIAS3	118	5.39113126E-1	DAVIES_SUCCESS
1	145586492	145589435	-	200035	NUDT17	116	4.75367184E-1	DAVIES_SUCCESS
1	145592604	145610884	-	10623	POLR3C	140	3.85373304E-1	DAVIES_SUCCESS
1	145611035	145688776	+	27246	RNF115	206	3.37857016E-1	DAVIES_SUCCESS
1	145695797	145715565	-	11126	CD160	110	3.04121749E-1	DAVIES_SUCCESS
1	145727665	145764206	+	5174	PDZK1	65	3.7289085E-1	DAVIES_SUCCESS
1	145764594	145827103	-	653519	GPR89A	29	6.93976086E-1	DAVIES_SUCCESS
1	146334189	146467744	+	149013	NBPF12	109	3.89135779E-1	DAVIES_SUCCESS
1	146490894	146514599	-	728989	LOC728989	280	3.70328791E-2	DAVIES_SUCCESS
1	146571065	146585928	-	644861	NBPF13P	299	3.23882186E-3	DAVIES_SUCCESS
1	146626684	146644129	-	5565	PRKAB2	211	2.2499052E-3	DAVIES_SUCCESS
1	146649429	146651528	+	171423	PDIA3P	165	5.28830327E-3	DAVIES_SUCCESS
1	146655883	146697230	-	2330	FMO5	295	4.60705523E-3	DAVIES_SUCCESS
1	146714290	146767447	+	9557	CHD1L	447	1.75440031E-3	DAVIES_SUCCESS
1	146853913	146989699	-	100289211	LINC00624	508	1.26749469E-2	DAVIES_SUCCESS
1	147013181	147098015	+	607	BCL9	276	8.15787303E-1	DAVIES_SUCCESS
1	147119167	147142634	-	51205	ACP6	202	9.82271327E-1	DAVIES_SUCCESS
1	147228331	147245484	-	2702	GJA5	288	7.37991125E-1	DAVIES_SUCCESS
1	147374945	147381395	+	2703	GJA8	131	2.75409862E-1	DAVIES_SUCCESS
1	147400505	147465755	+	51463	GPR89B	89	1.55795889E-1	DAVIES_SUCCESS
1	147806602	147806678	-	100847044	MIR5087	123	8.34173192E-1	DAVIES_SUCCESS
1	147835126	148176401	-	388685	FLJ39739	91	8.43037854E-1	DAVIES_SUCCESS
1	148003641	148346929	-	25832	NBPF14	1	8.88148E-1	NOT_RUN
1	149576261	149672733	+	57234	LINC00869	2	4.65110787E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
1	149754244	149783928	-	440689	HIST2H2BF	25	9.98803547E-1	DAVIES_SUCCESS
1	149754249	149764074	+	2209	FCGR1A	18	9.83671274E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
1	149784779	149785236	-	653604	HIST2H3D	25	9.98803547E-1	DAVIES_SUCCESS
1	149804220	149832725	+	8370	HIST2H4A	71	7.48922666E-1	DAVIES_SUCCESS
1	149812258	149824687	-	126961	HIST2H3C	60	7.63457135E-1	DAVIES_SUCCESS
1	149813784	149823161	-	723790	HIST2H2AA4	58	7.78278919E-1	DAVIES_SUCCESS
1	149821758	149822340	-	337873	HIST2H2BC	57	7.83889124E-1	DAVIES_SUCCESS
1	149856009	149858232	-	8349	HIST2H2BE	89	5.86535766E-1	DAVIES_SUCCESS
1	149858524	149858961	+	8338	HIST2H2AC	89	5.86535766E-1	DAVIES_SUCCESS
1	149859018	149859466	-	317772	HIST2H2AB	89	5.86535766E-1	DAVIES_SUCCESS
1	149871154	149872348	+	51027	BOLA1	88	5.27043717E-1	DAVIES_SUCCESS
1	149874871	149889434	-	9900	SV2A	106	4.88888601E-1	DAVIES_SUCCESS
1	149895208	149900144	-	10262	SF3B4	113	4.65980723E-1	DAVIES_SUCCESS
1	149900542	149908791	-	10903	MTMR11	120	4.71149793E-1	DAVIES_SUCCESS
1	149912231	149982686	-	56957	OTUD7B	234	3.89711688E-1	DAVIES_SUCCESS
1	150039341	150117505	+	11311	VPS45	261	2.7932144E-1	DAVIES_SUCCESS
1	150121766	150131825	+	51177	PLEKHO1	148	3.1136616E-1	DAVIES_SUCCESS
1	150190716	150208504	-	81611	ANP32E	143	4.72963246E-1	DAVIES_SUCCESS
1	150230217	150237480	+	23632	CA14	171	6.72728237E-1	DAVIES_SUCCESS
1	150237798	150241609	-	51107	APH1A	170	6.77072947E-1	DAVIES_SUCCESS
1	150244772	150253335	+	79630	C1orf54	188	7.00086817E-1	DAVIES_SUCCESS
1	150254952	150259501	+	148523	C1orf51	192	7.46922154E-1	DAVIES_SUCCESS
1	150266268	150280819	+	54460	MRPS21	224	7.6675044E-1	DAVIES_SUCCESS
1	150293927	150325704	+	9129	PRPF3	311	7.60184431E-1	DAVIES_SUCCESS
1	150336989	150449041	+	23248	RPRD2	556	7.77301718E-1	DAVIES_SUCCESS
1	150459839	150480085	+	80222	TARS2	303	7.86837432E-1	DAVIES_SUCCESS
1	150480486	150486265	+	1893	ECM1	237	7.91428125E-1	DAVIES_SUCCESS
1	150488232	150490508	+	100874054	LINC00568	226	7.78605917E-1	DAVIES_SUCCESS
1	150521897	150533412	+	54507	ADAMTSL4	184	7.03281893E-1	DAVIES_SUCCESS
1	150524404	150524490	+	100422997	MIR4257	169	7.22971862E-1	DAVIES_SUCCESS
1	150547026	150552214	-	4170	MCL1	152	6.08945183E-1	DAVIES_SUCCESS
1	150594598	150602098	-	2029	ENSA	153	6.43664998E-1	DAVIES_SUCCESS
1	150618700	150669672	-	55204	GOLPH3L	243	7.58205601E-1	DAVIES_SUCCESS
1	150670534	150693364	-	84072	HORMAD1	218	7.83188802E-1	DAVIES_SUCCESS
1	150702671	150738433	-	1520	CTSS	193	8.27442415E-1	DAVIES_SUCCESS
1	150768683	150780917	-	1513	CTSK	111	8.40877555E-1	DAVIES_SUCCESS
1	150782180	150849244	-	405	ARNT	175	7.59709705E-1	DAVIES_SUCCESS
1	150898814	150937220	+	9869	SETDB1	186	5.89999274E-1	DAVIES_SUCCESS
1	150937648	150947479	-	29956	CERS2	163	6.23985961E-1	DAVIES_SUCCESS
1	150954498	150968114	+	8416	ANXA9	181	6.44906316E-1	DAVIES_SUCCESS
1	150969300	150980854	-	55793	FAM63A	165	6.58310796E-1	DAVIES_SUCCESS
1	150980972	151008189	+	58497	PRUNE	199	7.65658884E-1	DAVIES_SUCCESS
1	151009028	151020076	+	149428	BNIPL	172	8.22734006E-1	DAVIES_SUCCESS
1	151020258	151023871	+	54964	C1orf56	153	8.03975154E-1	DAVIES_SUCCESS
1	151023446	151032125	-	56882	CDC42SE1	153	8.55866062E-1	DAVIES_SUCCESS
1	151032150	151040973	+	10962	MLLT11	158	8.5342784E-1	DAVIES_SUCCESS
1	151043079	151091007	+	126626	GABPB2	194	8.54268041E-1	DAVIES_SUCCESS
1	151104162	151119140	-	10500	SEMA6C	120	8.80407266E-1	DAVIES_SUCCESS
1	151129104	151142773	+	100534012	TNFAIP8L2-SCNM1	116	8.93777468E-1	DAVIES_SUCCESS
1	151132223	151138424	-	388695	LYSMD1	106	8.68481959E-1	DAVIES_SUCCESS
1	151138497	151142773	+	79005	SCNM1	106	8.78202779E-1	DAVIES_SUCCESS
1	151142462	151148547	-	29765	TMOD4	103	8.65075906E-1	DAVIES_SUCCESS
1	151148775	151162689	-	6944	VPS72	119	8.58930311E-1	DAVIES_SUCCESS
1	151171020	151222007	+	8394	PIP5K1A	129	7.13995902E-1	DAVIES_SUCCESS
1	151227196	151239954	+	5710	PSMD4	103	6.67088195E-1	DAVIES_SUCCESS
1	151254093	151264381	+	57592	ZNF687	95	5.1616586E-1	DAVIES_SUCCESS
1	151264272	151300191	-	5298	PI4KB	131	4.67179039E-1	DAVIES_SUCCESS
1	151313115	151319769	-	5993	RFX5	105	4.8671065E-1	DAVIES_SUCCESS
1	151336777	151345210	-	8991	SELENBP1	119	6.52150867E-1	DAVIES_SUCCESS
1	151372040	151374412	+	5692	PSMB4	115	8.18018846E-1	DAVIES_SUCCESS
1	151375199	151431941	-	23126	POGZ	172	7.58306812E-1	DAVIES_SUCCESS
1	151483861	151511167	+	57530	CGN	172	4.41448836E-1	DAVIES_SUCCESS
1	151512780	151556059	+	7286	TUFT1	196	5.83983548E-1	DAVIES_SUCCESS
1	151518271	151518367	+	693139	MIR554	143	4.42126377E-1	DAVIES_SUCCESS
1	151584540	151671559	+	81609	SNX27	237	7.70782922E-1	DAVIES_SUCCESS
1	151672533	151689290	-	11189	CELF3	155	9.09911332E-1	DAVIES_SUCCESS
1	151682908	151702082	+	284485	RIIAD1	177	9.30996255E-1	DAVIES_SUCCESS
1	151732122	151736040	-	65005	MRPL9	206	9.4404747E-1	DAVIES_SUCCESS
1	151735444	151743806	+	51686	OAZ3	216	9.45311103E-1	DAVIES_SUCCESS
1	151742582	151763010	-	11022	TDRKH	240	8.48958549E-1	DAVIES_SUCCESS
1	151772764	151777882	-	339398	LINGO4	221	7.84727269E-1	DAVIES_SUCCESS
1	151778546	151804348	-	6097	RORC	254	8.58612645E-1	DAVIES_SUCCESS
1	151810338	151813033	-	100191040	C2CD4D	188	7.63594195E-1	DAVIES_SUCCESS
1	151810944	151816641	+	100132111	LOC100132111	191	7.6362482E-1	DAVIES_SUCCESS
1	151819576	151826173	-	284486	THEM5	188	7.35570299E-1	DAVIES_SUCCESS
1	151843342	151882361	-	117145	THEM4	269	6.88159788E-1	DAVIES_SUCCESS
1	151955385	151966714	-	6281	S100A10	222	5.34308028E-1	DAVIES_SUCCESS
1	152004981	152009511	-	6282	S100A11	93	5.39577687E-1	DAVIES_SUCCESS
1	152056619	152061540	-	126637	TCHHL1	39	3.85007885E-1	DAVIES_SUCCESS
1	152078792	152117706	-	7062	TCHH	86	6.68101817E-1	DAVIES_SUCCESS
1	152126070	152131704	-	126638	RPTN	125	8.09395492E-1	DAVIES_SUCCESS
1	152184551	152196672	-	388697	HRNR	242	7.57057383E-1	DAVIES_SUCCESS
1	152274650	152297679	-	2312	FLG	248	6.40021153E-1	DAVIES_SUCCESS
1	152321212	152332482	-	388698	FLG2	175	6.92968953E-1	DAVIES_SUCCESS
1	152381718	152386750	-	49860	CRNN	186	7.05464244E-1	DAVIES_SUCCESS
1	152483319	152484653	+	254910	LCE5A	238	5.09500033E-1	DAVIES_SUCCESS
1	152486977	152488481	+	54544	CRCT1	239	5.11473022E-1	DAVIES_SUCCESS
1	152538174	152539229	-	353145	LCE3E	168	5.12591374E-1	DAVIES_SUCCESS
1	152551859	152552980	-	84648	LCE3D	210	7.47972104E-1	DAVIES_SUCCESS
1	152573137	152573562	+	353144	LCE3C	228	9.33208503E-1	DAVIES_SUCCESS
1	152586286	152586574	+	353143	LCE3B	203	9.75829465E-1	DAVIES_SUCCESS
1	152595309	152595579	-	353142	LCE3A	203	9.65216789E-1	DAVIES_SUCCESS
1	152635886	152637135	+	353141	LCE2D	276	9.21164192E-1	DAVIES_SUCCESS
1	152647790	152649049	+	353140	LCE2C	281	7.86442345E-1	DAVIES_SUCCESS
1	152658598	152659876	+	26239	LCE2B	247	7.34759884E-1	DAVIES_SUCCESS
1	152670839	152671918	+	353139	LCE2A	204	6.82994496E-1	DAVIES_SUCCESS
1	152681522	152681910	+	199834	LCE4A	201	6.5198879E-1	DAVIES_SUCCESS
1	152691997	152692905	+	100129271	C1orf68	210	6.22661645E-1	DAVIES_SUCCESS
1	152730505	152734529	+	448834	KPRP	231	5.44849672E-1	DAVIES_SUCCESS
1	152748847	152749445	+	353137	LCE1F	167	5.67830478E-1	DAVIES_SUCCESS
1	152758752	152760901	+	353135	LCE1E	162	5.66780803E-1	DAVIES_SUCCESS
1	152769226	152770657	+	353134	LCE1D	159	5.62062115E-1	DAVIES_SUCCESS
1	152777310	152779107	-	353133	LCE1C	143	5.53124256E-1	DAVIES_SUCCESS
1	152784446	152785585	+	353132	LCE1B	126	5.62984572E-1	DAVIES_SUCCESS
1	152799948	152800573	+	353131	LCE1A	100	5.79390105E-1	DAVIES_SUCCESS
1	152815329	152816459	+	448835	LCE6A	66	6.39424124E-1	DAVIES_SUCCESS
1	152850797	152857523	+	4184	SMCP	90	8.45856185E-1	DAVIES_SUCCESS
1	152881038	152884362	+	3713	IVL	137	9.30047105E-1	DAVIES_SUCCESS
1	152943127	152945069	+	163778	SPRR4	285	9.97949555E-1	DAVIES_SUCCESS
1	152956563	152958290	+	6698	SPRR1A	333	9.99581981E-1	DAVIES_SUCCESS
1	152974222	152976332	+	6707	SPRR3	365	9.99890888E-1	DAVIES_SUCCESS
1	153003678	153005376	+	6699	SPRR1B	414	9.97391631E-1	DAVIES_SUCCESS
1	153012200	153013594	-	6703	SPRR2D	407	9.98282973E-1	DAVIES_SUCCESS
1	153028595	153113969	-	6700	SPRR2A	463	9.88534991E-1	DAVIES_SUCCESS
1	153042717	153044084	-	6701	SPRR2B	303	9.94155247E-1	DAVIES_SUCCESS
1	153065610	153067001	-	6704	SPRR2E	218	9.79502544E-1	DAVIES_SUCCESS
1	153084612	153085989	-	6705	SPRR2F	213	9.33503127E-1	DAVIES_SUCCESS
1	153112593	153113969	-	6702	SPRR2C	151	8.49819898E-1	DAVIES_SUCCESS
1	153122057	153123427	-	6706	SPRR2G	146	6.7397128E-1	DAVIES_SUCCESS
1	153175905	153177601	+	149018	LELP1	256	5.70962582E-1	DAVIES_SUCCESS
1	153190059	153191793	+	574414	PRR9	257	5.75139422E-1	DAVIES_SUCCESS
1	153232178	153234600	+	4014	LOR	281	7.20137856E-1	DAVIES_SUCCESS
1	153270337	153283194	-	114771	PGLYRP3	320	7.5446584E-1	DAVIES_SUCCESS
1	153302596	153321022	-	57115	PGLYRP4	306	4.95998561E-1	DAVIES_SUCCESS
1	153330329	153333503	+	6280	S100A9	291	3.86331147E-1	DAVIES_SUCCESS
1	153346183	153348075	-	6283	S100A12	257	2.67632419E-1	DAVIES_SUCCESS
1	153362507	153363664	-	6279	S100A8	236	2.0518716E-1	DAVIES_SUCCESS
1	153388999	153395701	+	338324	S100A7A	191	1.91091131E-1	DAVIES_SUCCESS
1	153409470	153412503	-	645922	S100A7L2	202	2.82870433E-1	DAVIES_SUCCESS
1	153430219	153433137	-	6278	S100A7	187	1.94050776E-1	DAVIES_SUCCESS
1	153507075	153508717	-	6277	S100A6	127	8.23301909E-2	DAVIES_SUCCESS
1	153509622	153514241	-	6276	S100A5	120	7.7010125E-2	DAVIES_SUCCESS
1	153516094	153518282	-	6275	S100A4	106	7.0404915E-2	DAVIES_SUCCESS
1	153519808	153521734	-	6274	S100A3	103	7.97148593E-2	DAVIES_SUCCESS
1	153533584	153538306	-	6273	S100A2	99	2.72327883E-2	DAVIES_SUCCESS
1	153579366	153585514	-	140576	S100A16	105	4.31622545E-4	DAVIES_SUCCESS
1	153586731	153588808	-	57402	S100A14	108	4.3666841E-4	DAVIES_SUCCESS
1	153591275	153606568	-	6284	S100A13	123	4.3122929E-4	DAVIES_SUCCESS
1	153600872	153604513	+	6271	S100A1	118	4.34993124E-4	DAVIES_SUCCESS
1	153606457	153618782	+	26097	CHTOP	130	4.57466513E-4	DAVIES_SUCCESS
1	153631129	153634328	+	23557	SNAPIN	143	5.60391144E-4	DAVIES_SUCCESS
1	153634263	153643504	-	3608	ILF2	145	6.2157301E-4	DAVIES_SUCCESS
1	153651163	153666468	+	4881	NPR1	149	1.02007082E-3	DAVIES_SUCCESS
1	153700548	153746555	+	65123	INTS3	168	6.26344563E-2	DAVIES_SUCCESS
1	153747767	153752633	+	11000	SLC27A3	119	2.38429542E-1	DAVIES_SUCCESS
1	153777202	153895451	-	57459	GATAD2B	259	8.29884485E-1	DAVIES_SUCCESS
1	153901976	153919154	-	9909	DENND4B	119	9.75823409E-1	DAVIES_SUCCESS
1	153920147	153931132	-	200186	CRTC2	103	9.82849795E-1	DAVIES_SUCCESS
1	153931574	153940660	-	27173	SLC39A1	100	9.86863566E-1	DAVIES_SUCCESS
1	153940314	153946840	+	148327	CREB3L4	96	9.83119455E-1	DAVIES_SUCCESS
1	153946744	153950451	-	10899	JTB	92	9.87417724E-1	DAVIES_SUCCESS
1	153954092	153958853	-	5872	RAB13	87	9.90026076E-1	DAVIES_SUCCESS
1	153963238	153964631	+	6232	RPS27	81	9.87258393E-1	DAVIES_SUCCESS
1	153965167	154127592	-	91181	NUP210L	239	9.79687358E-1	DAVIES_SUCCESS
1	154127779	154164611	-	7170	TPM3	140	9.04987804E-1	DAVIES_SUCCESS
1	154166140	154166219	-	100126346	MIR190B	95	9.20325143E-1	DAVIES_SUCCESS
1	154171561	154178841	-	388701	C1orf189	107	9.44970359E-1	DAVIES_SUCCESS
1	154179182	154193273	-	25912	C1orf43	112	9.16403886E-1	DAVIES_SUCCESS
1	154192654	154243986	+	9898	UBAP2L	200	4.72384373E-1	DAVIES_SUCCESS
1	154245038	154248355	+	10456	HAX1	166	3.2733857E-1	DAVIES_SUCCESS
1	154293591	154297801	+	89872	AQP10	246	6.76169789E-2	DAVIES_SUCCESS
1	154298035	154323780	+	57198	ATP8B2	344	6.07922771E-2	DAVIES_SUCCESS
1	154377668	154441926	+	3570	IL6R	374	9.43760401E-2	DAVIES_SUCCESS
1	154451953	154474526	-	126669	SHE	269	5.66244783E-1	DAVIES_SUCCESS
1	154474694	154520623	+	126668	TDRD10	280	7.12868427E-1	DAVIES_SUCCESS
1	154521050	154531120	-	55585	UBE2Q1	235	7.67111914E-1	DAVIES_SUCCESS
1	154540256	154552353	+	1141	CHRNB2	234	8.87870408E-1	DAVIES_SUCCESS
1	154554533	154600456	-	103	ADAR	243	8.88655602E-1	DAVIES_SUCCESS
1	154669941	154842754	-	3782	KCNN3	565	8.07598187E-3	DAVIES_SUCCESS
1	154897207	154909484	-	10654	PMVK	94	1.27162142E-1	DAVIES_SUCCESS
1	154916558	154928567	-	57326	PBXIP1	81	1.22215644E-1	DAVIES_SUCCESS
1	154929501	154934258	-	90780	PYGO2	70	1.06157715E-1	DAVIES_SUCCESS
1	154934773	154946959	-	6464	SHC1	79	7.72227064E-2	DAVIES_SUCCESS
1	154947117	154951725	+	1163	CKS1B	67	4.62468012E-2	DAVIES_SUCCESS
1	154948168	154948259	+	100423020	MIR4258	64	5.52267613E-2	DAVIES_SUCCESS
1	154955769	154965587	+	80308	FLAD1	74	2.9592798E-2	DAVIES_SUCCESS
1	154966061	154966791	+	55891	LENEP	56	2.12669685E-2	DAVIES_SUCCESS
1	154975105	154991001	+	51043	ZBTB7B	75	3.05346703E-2	DAVIES_SUCCESS
1	154991002	155006257	-	127579	DCST2	94	5.19356313E-2	DAVIES_SUCCESS
1	155006281	155023406	+	149095	DCST1	115	9.26916028E-2	DAVIES_SUCCESS
1	155017667	155036467	-	100505666	LOC100505666	142	1.62542005E-1	DAVIES_SUCCESS
1	155023421	155035252	+	8751	ADAM15	137	1.66137927E-1	DAVIES_SUCCESS
1	155036212	155060014	+	1944	EFNA3	180	3.45352921E-1	DAVIES_SUCCESS
1	155100348	155107386	+	1942	EFNA1	169	7.11964553E-1	DAVIES_SUCCESS
1	155108287	155111334	+	55974	SLC50A1	166	7.16913738E-1	DAVIES_SUCCESS
1	155112366	155112996	-	54344	DPM3	160	7.25177662E-1	DAVIES_SUCCESS
1	155141883	155145804	-	200185	KRTCAP2	123	6.66843095E-1	DAVIES_SUCCESS
1	155145420	155157447	+	80128	TRIM46	126	6.43954044E-1	DAVIES_SUCCESS
1	155158299	155162706	-	4582	MUC1	115	6.70291749E-1	DAVIES_SUCCESS
1	155164967	155165063	+	693235	MIR92B	115	7.03898419E-1	DAVIES_SUCCESS
1	155165378	155178969	-	7059	THBS3	131	7.57732185E-1	DAVIES_SUCCESS
1	155178489	155183624	+	4580	MTX1	120	8.21359591E-1	DAVIES_SUCCESS
1	155183615	155208441	-	2630	GBAP1	133	8.70472904E-1	DAVIES_SUCCESS
1	155204238	155214653	-	2629	GBA	113	8.95910557E-1	DAVIES_SUCCESS
1	155216995	155225274	-	10712	FAM189B	113	8.98064502E-1	DAVIES_SUCCESS
1	155225769	155232176	-	10067	SCAMP3	110	8.20696124E-1	DAVIES_SUCCESS
1	155232658	155247501	-	1196	CLK2	113	8.30931794E-1	DAVIES_SUCCESS
1	155247217	155259639	+	57657	HCN3	108	8.47432064E-1	DAVIES_SUCCESS
1	155259083	155271225	-	5313	PKLR	96	8.89539403E-1	DAVIES_SUCCESS
1	155278538	155290457	+	2224	FDPS	83	8.58905168E-1	DAVIES_SUCCESS
1	155290250	155293938	-	284618	RUSC1-AS1	70	8.53442699E-1	DAVIES_SUCCESS
