chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr11	45928085	45928833	-	143678	C11orf94	106	1.76403482E-4	DAVIES_SUCCESS
chr11	45931219	45939674	-	9409	PEX16	116	3.6114317E-4	DAVIES_SUCCESS
chr11	45943195	45950647	+	120071	GYLTL1B	118	5.81583621E-4	DAVIES_SUCCESS
chr11	45950869	46142985	-	51317	PHF21A	356	8.39223604E-3	DAVIES_SUCCESS
chr11	46299227	46342972	+	90993	CREB3L1	161	1.05844649E-2	DAVIES_SUCCESS
chr11	46354454	46402104	+	8525	DGKZ	122	7.3690395E-4	DAVIES_SUCCESS
chr11	46397951	46398034	+	100616368	MIR4688	54	1.24027975E-4	DAVIES_SUCCESS
chr11	46402333	46405387	+	4192	MDK	51	1.10242364E-4	DAVIES_SUCCESS
chr11	46406639	46408107	-	1132	CHRM4	52	9.63458567E-5	DAVIES_SUCCESS
chr11	46417961	46615619	-	55626	AMBRA1	153	1.35780082E-4	DAVIES_SUCCESS
chr11	46473354	46473439	-	100422827	MIR3160-1	45	1.35905221E-4	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	46473356	46473437	+	100422825	MIR3160-2	45	1.35905221E-4	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	46624855	46638777	-	283254	HARBI1	58	1.69895022E-4	DAVIES_SUCCESS
chr11	46638825	46697568	+	9776	ATG13	125	8.20144687E-5	DAVIES_SUCCESS
chr11	46698624	46722215	-	392	ARHGAP1	131	4.56001534E-5	DAVIES_SUCCESS
chr11	46722316	46727466	+	79797	ZNF408	122	5.07095321E-5	DAVIES_SUCCESS
chr11	46740742	46761056	+	2147	F2	146	5.69434375E-5	DAVIES_SUCCESS
chr11	46765083	46867859	-	9793	CKAP5	253	2.85015025E-4	DAVIES_SUCCESS
chr11	46774674	46774742	-	100847020	MIR5582	131	1.27015059E-4	DAVIES_SUCCESS
chr11	46783938	46784049	-	692108	SNORD67	125	1.43743189E-4	DAVIES_SUCCESS
chr11	46867961	46895967	+	100507401	LRP4-AS1	149	7.55824169E-4	DAVIES_SUCCESS
chr11	46878267	46940173	-	4038	LRP4	171	1.49984715E-3	DAVIES_SUCCESS
chr11	46958239	47185931	+	79096	C11orf49	326	5.72143016E-2	DAVIES_SUCCESS
chr11	47185848	47198676	-	84364	ARFGAP2	143	6.56072926E-2	DAVIES_SUCCESS
chr11	47199072	47208010	-	29763	PACSIN3	150	3.05459933E-2	DAVIES_SUCCESS
chr11	47236492	47260769	+	1643	DDB2	197	5.10825137E-3	DAVIES_SUCCESS
chr11	47260852	47270457	-	53	ACP2	178	3.54401502E-3	DAVIES_SUCCESS
chr11	47269850	47290584	+	10062	NR1H3	198	2.52650486E-3	DAVIES_SUCCESS
chr11	47290926	47351582	+	8567	MADD	280	1.59118741E-5	DAVIES_SUCCESS
chr11	47352956	47374253	-	4607	MYBPC3	206	8.5345693E-8	DAVIES_SUCCESS
chr11	47376408	47400127	-	6688	SPI1	223	2.47134603E-8	DAVIES_SUCCESS
chr11	47377000	47438051	+	91252	SLC39A13	296	3.9905147E-8	DAVIES_SUCCESS
chr11	47440319	47448024	-	5702	PSMC3	200	6.91839833E-8	DAVIES_SUCCESS
chr11	47459307	47470730	-	5913	RAPSN	177	1.05436382E-7	DAVIES_SUCCESS
chr11	47487488	47574792	-	10658	CELF1	211	9.62209817E-8	DAVIES_SUCCESS
chr11	47586981	47606115	+	4722	NDUFS3	95	6.06325046E-9	DAVIES_SUCCESS
chr11	47593748	47600567	-	55709	KBTBD4	87	7.41787909E-9	DAVIES_SUCCESS
chr11	47608229	47610746	+	399888	FAM180B	85	1.38417239E-8	DAVIES_SUCCESS
chr11	47611215	47615961	-	114900	C1QTNF4	85	1.08457023E-8	DAVIES_SUCCESS
chr11	47638857	47664206	-	23788	MTCH2	121	6.32541667E-6	DAVIES_SUCCESS
chr11	47681142	47736928	-	79841	AGBL2	186	1.9524006E-5	DAVIES_SUCCESS
chr11	47738068	47788993	-	23360	FNBP4	213	3.47544819E-5	DAVIES_SUCCESS
chr11	47799669	47870057	-	23279	NUP160	242	1.85853685E-5	DAVIES_SUCCESS
chr11	48002109	48192394	+	5795	PTPRJ	434	7.918212E-5	DAVIES_SUCCESS
chr11	48238361	48239291	+	119765	OR4B1	267	7.36045081E-4	DAVIES_SUCCESS
chr11	48266655	48267567	+	119764	OR4X2	286	1.78170099E-3	DAVIES_SUCCESS
chr11	48285412	48286330	+	390113	OR4X1	296	2.07775819E-3	DAVIES_SUCCESS
chr11	48327774	48328704	+	256148	OR4S1	236	1.70719326E-3	DAVIES_SUCCESS
chr11	48346492	48347482	+	256144	OR4C3	192	9.38193774E-4	DAVIES_SUCCESS
chr11	48366899	48373999	-	403257	OR4C45	185	1.94182115E-4	DAVIES_SUCCESS
chr11	48510344	48511274	+	403253	OR4A47	359	1.12114063E-4	DAVIES_SUCCESS
chr11	49053151	49059529	+	283116	TRIM49B	268	3.00544124E-4	DAVIES_SUCCESS
chr11	49075265	49080664	-	646754	TRIM64C	215	2.67158012E-4	DAVIES_SUCCESS
chr11	49168186	49230222	-	2346	FOLH1	340	4.5192942E-3	DAVIES_SUCCESS
chr11	49580079	49831969	+	440040	LOC440040	902	9.82415077E-3	DAVIES_SUCCESS
chr11	49973942	49974971	+	283092	OR4C13	331	3.35248172E-2	DAVIES_SUCCESS
chr11	50003008	50004071	-	283093	OR4C12	328	2.8896052E-2	DAVIES_SUCCESS
chr11	50238998	50257633	-	441601	LOC441601	343	9.48525437E-3	DAVIES_SUCCESS
chr11	50368317	50379802	+	646813	LOC646813	452	1.70075484E-2	DAVIES_SUCCESS
chr11	51411377	51412448	-	81318	OR4A5	488	2.70177605E-2	DAVIES_SUCCESS
chr11	51515281	51516211	+	119749	OR4C46	498	1.54677834E-2	DAVIES_SUCCESS
chr11	55029657	55038595	+	79097	TRIM48	389	3.8893918E-2	DAVIES_SUCCESS
chr11	55061178	55065708	-	440041	TRIM51HP	345	4.21839685E-2	DAVIES_SUCCESS
chr11	55110676	55111663	+	81327	OR4A16	353	5.64343081E-2	DAVIES_SUCCESS
chr11	55135359	55136394	+	81328	OR4A15	384	6.21799732E-2	DAVIES_SUCCESS
chr11	55321782	55322895	+	81309	OR4C15	596	5.56568525E-2	DAVIES_SUCCESS
chr11	55339603	55340536	+	219428	OR4C16	570	5.09236724E-2	DAVIES_SUCCESS
chr11	55370829	55371874	-	219429	OR4C11	400	4.55883859E-2	DAVIES_SUCCESS
chr11	55405833	55406772	+	81300	OR4P4	231	4.14497613E-2	DAVIES_SUCCESS
chr11	55418379	55419315	+	219431	OR4S2	200	3.08370519E-2	DAVIES_SUCCESS
chr11	55432642	55433572	+	219432	OR4C6	205	1.28372312E-2	DAVIES_SUCCESS
chr11	55540913	55541858	+	390142	OR5D13	553	3.19490277E-2	DAVIES_SUCCESS
chr11	55563031	55563976	+	219436	OR5D14	451	2.57275157E-2	DAVIES_SUCCESS
chr11	55578942	55579878	+	219437	OR5L1	307	1.77545377E-2	DAVIES_SUCCESS
chr11	55587105	55588047	+	219438	OR5D18	266	1.27508321E-2	DAVIES_SUCCESS
chr11	55594694	55595630	+	26338	OR5L2	269	1.19854634E-2	DAVIES_SUCCESS
chr11	55606227	55607214	+	390144	OR5D16	276	1.11279653E-2	DAVIES_SUCCESS
chr11	55650772	55659284	+	84767	TRIM51	535	4.21837462E-2	DAVIES_SUCCESS
chr11	55681125	55682058	-	390148	OR5W2	620	5.30272757E-2	DAVIES_SUCCESS
chr11	55702931	55703876	-	10798	OR5I1	730	6.23642412E-2	DAVIES_SUCCESS
chr11	55735033	55735939	-	282770	OR10AG1	709	5.95885867E-2	DAVIES_SUCCESS
chr11	55746178	55753881	-	219445	OR7E5P	757	5.91015034E-2	DAVIES_SUCCESS
chr11	55761156	55762101	-	338674	OR5F1	750	6.05007925E-2	DAVIES_SUCCESS
chr11	55797894	55798869	+	219447	OR5AS1	706	6.70755269E-2	DAVIES_SUCCESS
chr11	55860783	55861716	+	120586	OR8I2	634	8.94689468E-2	DAVIES_SUCCESS
chr11	55872518	55873457	+	390151	OR8H2	579	9.16173232E-2	DAVIES_SUCCESS
chr11	55889848	55890787	+	390152	OR8H3	519	8.82392809E-2	DAVIES_SUCCESS
chr11	55904246	55905194	-	81168	OR8J3	466	8.33481307E-2	DAVIES_SUCCESS
chr11	55926869	55927793	-	219453	OR8K5	360	7.63914255E-2	DAVIES_SUCCESS
chr11	55944093	55945032	+	282775	OR5J2	275	7.03153896E-2	DAVIES_SUCCESS
chr11	55999581	56000661	-	219464	OR5T2	269	7.54304752E-2	DAVIES_SUCCESS
chr11	56019675	56020698	+	390154	OR5T3	283	7.47600303E-2	DAVIES_SUCCESS
chr11	56043114	56044095	+	390155	OR5T1	298	7.28906062E-2	DAVIES_SUCCESS
chr11	56057602	56058538	-	219469	OR8H1	307	7.15048769E-2	DAVIES_SUCCESS
chr11	56085782	56086721	+	219473	OR8K3	324	6.78980111E-2	DAVIES_SUCCESS
chr11	56113514	56114474	+	390157	OR8K1	354	8.10741833E-2	DAVIES_SUCCESS
chr11	56127690	56128764	+	219477	OR8J1	367	1.07552162E-1	DAVIES_SUCCESS
chr11	56143099	56508560	+	504189	OR8U8	1499	2.18723981E-1	DAVIES_SUCCESS
chr11	56184733	56185708	-	219479	OR5R1	372	1.95805009E-1	DAVIES_SUCCESS
chr11	56229944	56230877	-	390162	OR5M9	348	2.33624451E-1	DAVIES_SUCCESS
chr11	56236963	56238014	-	219482	OR5M3	326	2.51119208E-1	DAVIES_SUCCESS
chr11	56257910	56258846	-	219484	OR5M8	313	2.72993794E-1	DAVIES_SUCCESS
chr11	56309815	56310733	-	219487	OR5M11	345	2.51135836E-1	DAVIES_SUCCESS
chr11	56344249	56345197	-	390167	OR5M10	321	2.23075056E-1	DAVIES_SUCCESS
chr11	56380030	56380978	-	390168	OR5M1	265	1.78662303E-1	DAVIES_SUCCESS
chr11	56408964	56409915	-	338675	OR5AP2	261	1.86102983E-1	DAVIES_SUCCESS
chr11	56431161	56432094	+	219493	OR5AR1	261	2.09456925E-1	DAVIES_SUCCESS
chr11	56467863	56468781	+	504191	OR9G9	302	3.96756018E-1	DAVIES_SUCCESS
chr11	56510303	56511287	-	283189	OR9G4	327	6.32827414E-1	DAVIES_SUCCESS
chr11	56756388	56757318	+	390181	OR5AK2	286	7.92547033E-1	DAVIES_SUCCESS
chr11	56805008	56805935	+	219525	OR5AK4P	275	8.61203734E-1	DAVIES_SUCCESS
chr11	56949220	56959188	+	219527	LRRC55	216	5.87966637E-2	DAVIES_SUCCESS
chr11	57001051	57004927	-	187	APLNR	206	5.96439097E-2	DAVIES_SUCCESS
chr11	57067102	57092413	-	85456	TNKS1BP1	226	5.20286316E-2	DAVIES_SUCCESS
chr11	57093458	57103351	-	6749	SSRP1	192	4.942659E-2	DAVIES_SUCCESS
chr11	57105840	57137549	+	5024	P2RX3	209	5.94668484E-2	DAVIES_SUCCESS
chr11	57144241	57148623	-	10394	PRG3	142	7.70137739E-2	DAVIES_SUCCESS
chr11	57154833	57191532	-	5553	PRG2	168	1.62334129E-1	DAVIES_SUCCESS
chr11	57174426	57195053	-	29015	SLC43A3	142	2.58299631E-1	DAVIES_SUCCESS
chr11	57228338	57244384	+	349667	RTN4RL2	122	9.88462548E-2	DAVIES_SUCCESS
chr11	57252003	57283192	-	8501	SLC43A1	174	5.17820056E-2	DAVIES_SUCCESS
chr11	57295935	57298232	-	26519	TIMM10	159	2.45291435E-2	DAVIES_SUCCESS
chr11	57310113	57317747	+	219537	SMTNL1	188	2.18357196E-2	DAVIES_SUCCESS
chr11	57319127	57335803	-	9246	UBE2L6	212	5.29616028E-3	DAVIES_SUCCESS
chr11	57365026	57382326	+	710	SERPING1	200	2.0823352E-3	DAVIES_SUCCESS
chr11	57408670	57408759	+	406919	MIR130A	134	2.52673143E-3	DAVIES_SUCCESS
chr11	57412559	57417417	-	219539	YPEL4	135	1.87952738E-3	DAVIES_SUCCESS
chr11	57425215	57429337	+	10978	CLP1	125	2.59309272E-3	DAVIES_SUCCESS
chr11	57435473	57468659	+	25921	ZDHHC5	151	3.02423919E-3	DAVIES_SUCCESS
chr11	57471181	57479673	-	219541	MED19	125	5.59335175E-3	DAVIES_SUCCESS
chr11	57479994	57586652	+	100528016	TMX2-CTNND1	203	7.20472595E-3	DAVIES_SUCCESS
chr11	57508721	57510883	+	280636	C11orf31	107	4.15024182E-3	DAVIES_SUCCESS
chr11	57510985	57519253	-	643376	BTBD18	115	4.48614967E-3	DAVIES_SUCCESS
chr11	57520714	57586652	+	1500	CTNND1	155	7.14615757E-3	DAVIES_SUCCESS
chr11	57791352	57949038	+	219956	OR9Q1	740	3.5276356E-2	DAVIES_SUCCESS
chr11	57798424	57799378	+	219952	OR6Q1	309	2.05798945E-2	DAVIES_SUCCESS
chr11	57885971	57886916	-	219954	OR9I1	265	9.57064358E-2	DAVIES_SUCCESS
chr11	57957905	57958990	+	219957	OR9Q2	288	1.48283558E-1	DAVIES_SUCCESS
chr11	57970675	57971653	-	219958	OR1S2	299	1.61318824E-1	DAVIES_SUCCESS
chr11	57982216	57983194	+	219959	OR1S1	317	1.79754727E-1	DAVIES_SUCCESS
chr11	57995353	57996390	-	219960	OR10Q1	325	1.81288258E-1	DAVIES_SUCCESS
chr11	58034263	58035732	-	81341	OR10W1	333	1.06142576E-1	DAVIES_SUCCESS
chr11	58125597	58126542	-	219965	OR5B17	279	1.88510818E-2	DAVIES_SUCCESS
chr11	58169937	58170882	-	441608	OR5B3	313	5.85079528E-2	DAVIES_SUCCESS
chr11	58189737	58190786	-	390190	OR5B2	328	7.59352685E-2	DAVIES_SUCCESS
chr11	58206592	58207646	-	390191	OR5B12	307	1.0030144E-1	DAVIES_SUCCESS
chr11	58274648	58275578	-	219968	OR5B21	126	1.59158869E-1	DAVIES_SUCCESS
chr11	58294343	58345693	-	9404	LPXN	152	1.39234401E-1	DAVIES_SUCCESS
chr11	58346586	58393205	+	386607	ZFP91-CNTF	261	1.2444462E-1	DAVIES_SUCCESS
chr11	58390145	58393205	+	1270	CNTF	210	1.17518424E-1	DAVIES_SUCCESS
chr11	58476229	58499447	-	10249	GLYAT	230	1.34310673E-2	DAVIES_SUCCESS
chr11	58601539	58611997	-	219970	GLYATL2	191	2.34648988E-2	DAVIES_SUCCESS
chr11	58695101	58724543	+	92292	GLYATL1	229	6.62006021E-1	DAVIES_SUCCESS
chr11	58701115	58825925	-	283194	LOC283194	426	6.17404193E-1	DAVIES_SUCCESS
chr11	58874657	58894888	+	374393	FAM111B	204	6.29195043E-1	DAVIES_SUCCESS
chr11	58910317	58922511	+	63901	FAM111A	180	6.94596463E-1	DAVIES_SUCCESS
chr11	58938902	58976060	+	23220	DTX4	243	8.30248285E-1	DAVIES_SUCCESS
chr11	58975982	58980494	-	219972	MPEG1	210	8.55718198E-1	DAVIES_SUCCESS
chr11	59131931	59132867	+	390195	OR5AN1	172	4.67439184E-3	DAVIES_SUCCESS
chr11	59189451	59190426	-	219981	OR5A2	180	4.24590603E-3	DAVIES_SUCCESS
chr11	59210641	59211589	+	219982	OR5A1	155	3.98385451E-3	DAVIES_SUCCESS
chr11	59224433	59225378	+	219983	OR4D6	155	3.69548692E-3	DAVIES_SUCCESS
chr11	59244902	59245838	+	390197	OR4D10	150	3.58336202E-3	DAVIES_SUCCESS
chr11	59271048	59271984	+	219986	OR4D11	113	8.31376685E-3	DAVIES_SUCCESS
chr11	59282385	59283330	+	390199	OR4D9	101	4.23044589E-2	DAVIES_SUCCESS
chr11	59341870	59383617	-	5007	OSBP	98	2.51294638E-1	DAVIES_SUCCESS
chr11	59362549	59362631	-	100422880	MIR3162	74	2.3764431E-1	DAVIES_SUCCESS
chr11	59404191	59436511	-	219988	PATL1	93	2.46421078E-1	DAVIES_SUCCESS
chr11	59480388	59481318	-	390201	OR10V1	151	2.8561305E-1	DAVIES_SUCCESS
chr11	59516284	59517054	+	81343	OR10V2P	191	2.89307407E-1	DAVIES_SUCCESS
chr11	59522531	59573355	+	6809	STX3	216	2.96151327E-1	DAVIES_SUCCESS
chr11	59573607	59578345	-	54948	MRPL16	119	3.51176547E-1	DAVIES_SUCCESS
chr11	59596745	59612974	-	2694	GIF	75	3.99598697E-1	DAVIES_SUCCESS
chr11	59620280	59634041	-	6947	TCN1	47	5.08494301E-1	DAVIES_SUCCESS
chr11	59807747	59815516	+	219990	PLAC1L	272	9.82892661E-1	DAVIES_SUCCESS
chr11	59824100	59838588	+	932	MS4A3	237	9.83140438E-1	DAVIES_SUCCESS
chr11	59856136	59865940	+	2206	MS4A2	194	9.83155807E-1	DAVIES_SUCCESS
chr11	59939079	59952139	-	64231	MS4A6A	197	8.10155631E-1	DAVIES_SUCCESS
chr11	60048013	60076445	+	51338	MS4A4A	362	6.01493586E-1	DAVIES_SUCCESS
chr11	60102354	60108441	+	245802	MS4A6E	297	2.53355154E-1	DAVIES_SUCCESS
chr11	60145957	60185228	+	84689	MS4A14	327	1.2051937E-1	DAVIES_SUCCESS
chr11	60197061	60215265	+	64232	MS4A5	291	1.28345458E-1	DAVIES_SUCCESS
chr11	60223281	60238225	+	931	MS4A1	314	1.51031536E-1	DAVIES_SUCCESS
chr11	60260250	60274901	+	54860	MS4A12	321	1.76527491E-1	DAVIES_SUCCESS
chr11	60282885	60310191	+	503497	MS4A13	310	2.46242723E-1	DAVIES_SUCCESS
chr11	60383223	60454621	+	283197	LINC00301	223	9.47237201E-1	DAVIES_SUCCESS
chr11	60467046	60483285	+	83661	MS4A8	123	4.45595788E-1	DAVIES_SUCCESS
chr11	60524339	60544204	+	219995	MS4A15	213	2.7146498E-1	DAVIES_SUCCESS
chr11	60552820	60568778	+	341116	MS4A10	280	1.16147073E-1	DAVIES_SUCCESS
chr11	60609428	60618561	+	79080	CCDC86	263	3.53517694E-2	DAVIES_SUCCESS
chr11	60618397	60623444	-	11251	PTGDR2	235	2.41743049E-2	DAVIES_SUCCESS
chr11	60635014	60643164	+	22917	ZP1	216	1.16300858E-2	DAVIES_SUCCESS
chr11	60658019	60674061	-	27339	PRPF19	189	5.14152466E-3	DAVIES_SUCCESS
chr11	60681370	60690915	+	79073	TMEM109	151	3.65553733E-3	DAVIES_SUCCESS
chr11	60691912	60704631	+	54972	TMEM132A	161	3.52647283E-3	DAVIES_SUCCESS
chr11	60704554	60719257	-	51296	SLC15A3	199	4.87169085E-3	DAVIES_SUCCESS
chr11	60739112	60787848	+	923	CD6	344	9.14080103E-2	DAVIES_SUCCESS
chr11	60869929	60895323	+	921	CD5	270	3.39070477E-1	DAVIES_SUCCESS
chr11	60897727	60928916	-	55048	VPS37C	241	3.22214815E-1	DAVIES_SUCCESS
chr11	60970983	60980350	+	643834	PGA3	93	2.78307748E-1	DAVIES_SUCCESS
chr11	60989820	60999179	+	643847	PGA4	56	3.75512345E-1	DAVIES_SUCCESS
chr11	61008643	61018929	+	5222	PGA5	35	6.62859447E-2	DAVIES_SUCCESS
chr11	61025757	61062788	-	220001	VWCE	26	2.1971492E-2	DAVIES_SUCCESS
chr11	61066918	61110047	-	1642	DDB1	32	2.20655749E-2	DAVIES_SUCCESS
chr11	61100653	61116231	+	26007	DAK	25	2.73287444E-2	DAVIES_SUCCESS
chr11	61116219	61129755	-	220002	CYB561A3	29	8.657963E-2	DAVIES_SUCCESS
chr11	61129472	61136975	+	51524	TMEM138	30	6.202787E-2	DAVIES_SUCCESS
chr11	61159831	61166335	+	51259	TMEM216	54	5.25928416E-2	DAVIES_SUCCESS
chr11	61170119	61197464	-	79869	CPSF7	79	6.84071585E-2	DAVIES_SUCCESS
chr11	61197596	61214239	+	54949	SDHAF2	101	7.16514527E-2	DAVIES_SUCCESS
chr11	61248584	61258400	+	220004	PPP1R32	116	5.51432174E-2	DAVIES_SUCCESS
chr11	61276067	61276129	+	100616470	MIR4488	91	5.15200175E-2	DAVIES_SUCCESS
chr11	61276271	61278490	+	390205	LRRC10B	92	5.11536349E-2	DAVIES_SUCCESS
chr11	61281187	61348344	-	9066	SYT7	126	6.58772076E-2	DAVIES_SUCCESS
chr11	61382507	61406921	+	113157	RPLP0P2	126	2.84697702E-1	DAVIES_SUCCESS
chr11	61447904	61514474	+	747	DAGLA	252	1.75847081E-2	DAVIES_SUCCESS
chr11	61520120	61555989	+	745	MYRF	194	1.18590663E-4	DAVIES_SUCCESS
chr11	61521500	61525136	-	26070	DKFZP434K028	155	8.36379281E-4	DAVIES_SUCCESS
chr11	61556601	61560085	-	746	TMEM258	142	6.40570214E-5	DAVIES_SUCCESS
chr11	61559966	61560033	-	693196	MIR611	133	6.61307249E-5	DAVIES_SUCCESS
chr11	61560108	61564714	+	2237	FEN1	144	6.61775312E-5	DAVIES_SUCCESS
chr11	61567096	61584529	-	3992	FADS1	192	1.35355815E-4	DAVIES_SUCCESS
chr11	61582632	61582712	-	100302263	MIR1908	157	2.00292679E-4	DAVIES_SUCCESS
chr11	61583727	61634825	+	9415	FADS2	252	1.14636068E-3	DAVIES_SUCCESS
chr11	61640997	61659006	-	3995	FADS3	257	1.34246299E-2	DAVIES_SUCCESS
chr11	61664767	61687741	-	5866	RAB3IL1	271	1.62196418E-1	DAVIES_SUCCESS
chr11	61717355	61731935	+	7439	BEST1	255	4.71146006E-1	DAVIES_SUCCESS
chr11	61731756	61735132	-	2495	FTH1	242	4.18041866E-1	DAVIES_SUCCESS
chr11	61891444	61920635	+	3619	INCENP	391	4.30082675E-2	DAVIES_SUCCESS
chr11	61957709	61961009	+	10648	SCGB1D1	265	1.10355059E-1	DAVIES_SUCCESS
chr11	61976139	61981411	+	4246	SCGB2A1	256	1.20633163E-1	DAVIES_SUCCESS
chr11	62009723	62012280	+	10647	SCGB1D2	230	1.04309882E-1	DAVIES_SUCCESS
chr11	62037629	62040628	+	4250	SCGB2A2	254	5.8803358E-2	DAVIES_SUCCESS
chr11	62063753	62066536	-	404552	SCGB1D4	296	3.31219414E-2	DAVIES_SUCCESS
chr11	62104773	62160887	+	80150	ASRGL1	428	2.98039141E-2	DAVIES_SUCCESS
chr11	62186506	62190678	+	7356	SCGB1A1	244	9.12459389E-2	DAVIES_SUCCESS
chr11	62201013	62314332	-	79026	AHNAK	287	1.27290086E-1	DAVIES_SUCCESS
chr11	62327072	62342401	-	1937	EEF1G	80	1.62114358E-1	DAVIES_SUCCESS
chr11	62342516	62359109	-	64852	TUT1	89	1.46174459E-1	DAVIES_SUCCESS
chr11	62360674	62369312	-	9219	MTA2	90	1.38822272E-1	DAVIES_SUCCESS
chr11	62369690	62380237	-	256364	EML3	90	1.31258511E-1	DAVIES_SUCCESS
chr11	62380212	62382592	+	6094	ROM1	83	1.31605515E-1	DAVIES_SUCCESS
chr11	62382767	62389647	-	26229	B3GAT3	89	1.31188541E-1	DAVIES_SUCCESS
chr11	62392297	62414198	-	23193	GANAB	104	1.59427985E-1	DAVIES_SUCCESS
chr11	62414319	62420774	-	80789	INTS5	101	1.82583649E-1	DAVIES_SUCCESS
chr11	62430288	62439241	-	79081	C11orf48	90	2.31394297E-1	DAVIES_SUCCESS
chr11	62432778	62435954	+	751071	METTL12	82	2.18328451E-1	DAVIES_SUCCESS
chr11	62432893	62433042	+	692158	SNORA57	82	2.18328451E-1	DAVIES_SUCCESS
chr11	62439125	62441162	+	790955	C11orf83	84	2.40869794E-1	DAVIES_SUCCESS
chr11	62443971	62446545	-	51035	UBXN1	87	2.88223182E-1	DAVIES_SUCCESS
chr11	62453873	62457371	-	221091	LRRN4CL	92	3.63153031E-1	DAVIES_SUCCESS
chr11	62457733	62494857	-	100534595	HNRNPUL2-BSCL2	106	4.45272374E-1	DAVIES_SUCCESS
chr11	62475065	62476678	+	2785	GNG3	91	5.43200332E-1	DAVIES_SUCCESS
chr11	62480096	62494857	-	221092	HNRNPUL2	91	6.01289332E-1	DAVIES_SUCCESS
chr11	62495583	62506108	+	283237	TTC9C	80	9.51067453E-1	DAVIES_SUCCESS
chr11	62518434	62521656	-	79842	ZBTB3	61	9.32711903E-1	DAVIES_SUCCESS
chr11	62529010	62534187	+	5436	POLR2G	57	9.43091889E-1	DAVIES_SUCCESS
chr11	62538774	62554813	+	10629	TAF6L	56	9.45327166E-1	DAVIES_SUCCESS
chr11	62554873	62557872	+	374395	TMEM179B	41	9.46651305E-1	DAVIES_SUCCESS
chr11	62557786	62559486	-	79064	TMEM223	39	8.8085251E-1	DAVIES_SUCCESS
chr11	62559597	62572964	-	10482	NXF1	41	8.96713876E-1	DAVIES_SUCCESS
chr11	62574331	62599563	-	6811	STX5	37	8.19947326E-1	DAVIES_SUCCESS
chr11	62600382	62609281	-	54663	WDR74	39	7.63517414E-1	DAVIES_SUCCESS
chr11	62619459	62623360	-	23642	SNHG1	60	6.90094363E-1	DAVIES_SUCCESS
chr11	62620381	62620507	-	9304	SNORD22	56	7.48192943E-1	DAVIES_SUCCESS
chr11	62620797	62620865	-	9298	SNORD31	56	7.48192943E-1	DAVIES_SUCCESS
chr11	62621134	62621204	-	9299	SNORD30	58	7.48053034E-1	DAVIES_SUCCESS
chr11	62621375	62621440	-	9297	SNORD29	58	7.48053034E-1	DAVIES_SUCCESS
chr11	62622092	62622167	-	9300	SNORD28	58	7.48053034E-1	DAVIES_SUCCESS
chr11	62622483	62622555	-	9301	SNORD27	57	7.42055904E-1	DAVIES_SUCCESS
chr11	62622763	62622838	-	9302	SNORD26	57	7.42055904E-1	DAVIES_SUCCESS
chr11	62623036	62623103	-	9303	SNORD25	57	7.42055904E-1	DAVIES_SUCCESS
chr11	62623483	62656355	+	6520	SLC3A2	99	3.15342548E-1	DAVIES_SUCCESS
chr11	62676150	62689012	-	1128	CHRM1	128	1.26708476E-1	DAVIES_SUCCESS
chr11	62744068	62752495	-	9356	SLC22A6	150	4.06613032E-2	DAVIES_SUCCESS
chr11	62756625	62783317	-	9376	SLC22A8	224	1.06976734E-1	DAVIES_SUCCESS
chr11	62847411	62911693	-	283238	SLC22A24	504	7.36238076E-1	DAVIES_SUCCESS
chr11	62921978	63137190	+	387775	SLC22A10	624	7.55774696E-1	DAVIES_SUCCESS
chr11	62931295	62997124	-	387601	SLC22A25	359	5.58103742E-1	DAVIES_SUCCESS
chr11	63137260	63177712	+	114571	SLC22A9	242	9.43279084E-1	DAVIES_SUCCESS
chr11	63228875	63258680	-	117245	HRASLS5	169	9.73949746E-1	DAVIES_SUCCESS
chr11	63273523	63284246	+	85329	LGALS12	93	5.57204621E-1	DAVIES_SUCCESS
chr11	63304272	63313930	+	5920	RARRES3	109	3.2351286E-1	DAVIES_SUCCESS
chr11	63320241	63330855	-	54979	HRASLS2	119	3.47161642E-1	DAVIES_SUCCESS
chr11	63341943	63381941	-	11145	PLA2G16	143	4.92377877E-1	DAVIES_SUCCESS
chr11	63396436	63439444	-	25923	ATL3	134	7.82017893E-1	DAVIES_SUCCESS
chr11	63448921	63527363	+	10313	RTN3	195	4.96707738E-1	DAVIES_SUCCESS
chr11	63527363	63536113	-	65998	C11orf95	141	3.65938463E-1	DAVIES_SUCCESS
chr11	63580922	63595190	+	144097	C11orf84	188	4.43633776E-1	DAVIES_SUCCESS
chr11	63606399	63678492	+	2011	MARK2	231	3.2958413E-1	DAVIES_SUCCESS
chr11	63678692	63684316	-	283248	RCOR2	118	3.71116077E-1	DAVIES_SUCCESS
chr11	63706441	63724446	+	79829	NAA40	124	2.3291861E-1	DAVIES_SUCCESS
chr11	63742078	63744015	+	1351	COX8A	127	1.73555565E-1	DAVIES_SUCCESS
chr11	63753324	63765892	+	55611	OTUB1	142	1.76404826E-1	DAVIES_SUCCESS
chr11	63766029	63933585	-	28992	MACROD1	415	7.66713082E-3	DAVIES_SUCCESS
